11570080,Dolce & Gabbana Kids,HK$2,754,,HW231,L23D09FPM9Z,https://cdn-images.farfetch-contents.com/11/57/00/80/11570080_8036824_322.jpg
12405828,Il Gufo,HK$638,Carefully handmade in Italy, brand Il Gufo specialises in elegant and timeless clothing constructed from the finest of materials. Made in Italy, this pink dress with frill accents features a round neck, long sleeves and a back button fastening.,352,A17VL253M0041,https://cdn-images.farfetch-contents.com/12/40/58/28/12405828_11323022_322.jpg
12395768,Il Gufo,HK$831,Stella McCartney Kids collection captures the essence of a child's endless imagination using punchy prints on a quirky colour palette. This grey star print bow dress features a round neck, long sleeves, a flared style, a back zip fastening and a central sewn-on bow with gathered detail.,Grigio/latte,A17VL240M5027,https://cdn-images.farfetch-contents.com/12/39/57/68/12395768_11272343_322.jpg
12406706,Il Gufo,HK$652,Carefully handmade in Italy, brand Il Gufo specialises in elegant and timeless clothing constructed from the finest of materials. This grey striped frill dress set features a dress with a round neck, long sleeves, a back zip fastening and a frill trim, and leggings with a regular length.,1007,A17DP226M1062,https://cdn-images.farfetch-contents.com/12/40/67/06/12406706_11301207_322.jpg
12252559,Gucci Kids,HK$1,900,Gucci’s playful spirit and unparalleled Italian craftsmanship translates perfectly into the iconic label’s kidswear range. This grey cotton bow trim dress features a round neck, short sleeves, a concealed rear zip fastening, an empire line silhouette, a gathered design, a full shape skirt and a striped bow trim to the neckline and waist, topped with a bow.,1046,478384X9A79,https://cdn-images.farfetch-contents.com/12/25/25/59/12252559_10658703_322.jpg
12155729,Burberry Kids,HK$1,186,Burberry Kids’ collection stays true to its British heritage with designs fusing the line between classic and funky. This grey cotton check collar dress features a pink Peter Pan collar, a back button fastening, short sleeves, front welt pockets and a straight hem.,03500 GREY,4055983,https://cdn-images.farfetch-contents.com/12/15/57/29/12155729_10201601_322.jpg
12155730,Burberry Kids,HK$1,186,Burberry Kids’ collection stays true to its British heritage with designs fusing the line between classic and funky. This ice pink cotton peter pan collar checked blouse features long sleeves, a back button fastening, a curved hem and gathered details at the shoulder.,Ice pink,4052863,https://cdn-images.farfetch-contents.com/12/15/57/30/12155730_10201604_322.jpg
12141534,Burberry Kids,HK$697,Multicolored cotton checkered blouse from Burberry Kids featuring a round neck, long sleeves, button cuffs, a back button fastening, a straight hem and ruffle details at the front. Please note the print may differ slightly from the item pictured.,2720C NEW CLASSIC CHECK,40520092720,https://cdn-images.farfetch-contents.com/12/14/15/34/12141534_10135126_322.jpg
11291170,Burberry Kids,HK$983,White and multicolour cotton checked T-shirt dress  from BURBERRY KIDS.,2720C NEW CLASSIC CHECK,3998083,https://cdn-images.farfetch-contents.com/11/29/11/70/11291170_6837889_322.jpg
12451120,Armani Junior,HK$1,451,Armani Junior combines timeless colours with sleek tailoring, creating luxurious easy-going looks. Case in point: this white cotton-blend dress defined by a sweet Peter Pan collar and a pleated metallic skirt. Featuring long sleeves and a rear zip fastening, this truly pretty piece is punctuated with a heart-shaped logo plaque - the label’s signature.,1154,6YEA073NDKZ,https://cdn-images.farfetch-contents.com/12/45/11/20/12451120_11483845_322.jpg
12420113,Armani Junior,HK$1,219,Armani Junior combines timeless colours with sleek tailoring, creating luxurious easy-going looks. Crafted from fuchsia pink cotton blend, this swan printed sweatshirt features a crew neck, a concealed rear zip fastening, long sleeves, elasticated cuffs, a straight hem, an elasticated hem, a diamond quilted finish and glitter details.,1408,6YEA033JDEZ,https://cdn-images.farfetch-contents.com/12/42/01/13/12420113_11355496_322.jpg
